label,split,image_id,donor_id,correct_clip,correct_pixcorr,correct_ssim,wrong_clip,wrong_pixcorr,wrong_ssim,advantage_clip
H2500,train,32725,28449,0.831808477640152,0.41446168809026485,0.16225495831236603,,,,
H2500,train,28449,4723,0.5456552505493164,-0.28790620947884793,0.4558117129538147,,,,
H2500,train,4723,70126,0.5278980731964111,-0.004390667536117453,0.29706085014915473,,,,
H2500,train,70126,26393,0.595923662185669,-0.013215462202708403,0.2824039967344425,,,,
H2500,train,26393,33748,0.7556089758872986,0.026301835183552075,0.5282326050388978,,,,
H2500,train,33748,57293,0.8856786489486694,0.5391158517435722,0.2917112861236622,,,,
H2500,train,57293,20217,0.7870037257671356,0.02718953924179087,0.19320233864489555,,,,
H2500,train,20217,15879,0.6976250112056732,0.0197617446053623,0.2606309471956154,,,,
H2500,train,15879,69036,0.6278680562973022,0.06932986968941074,0.20963211095172815,,,,
H2500,train,69036,3625,0.8956228196620941,0.3157113772829752,0.3351879755419374,,,,
H2500,train,3625,23696,0.6608340740203857,-0.10944932633934401,0.132613279704544,,,,
H2500,train,23696,44010,0.584349513053894,-0.02705314021405572,0.5494277138803809,,,,
H2500,train,44010,21652,0.8564547300338745,0.12016558306483952,0.35318378677865303,,,,
H2500,train,21652,6970,0.6550188362598419,0.09561729739337377,0.26783086446547166,,,,
H2500,train,6970,35190,0.6538646519184113,-0.15132280902498196,0.4712943857344566,,,,
H2500,train,35190,50780,0.7315544486045837,-0.18442750462054336,0.16798739241635013,,,,
H2500,train,50780,45620,0.7313641905784607,0.3480962620696785,0.4200884128852034,,,,
H2500,train,45620,27323,0.85646852850914,0.10415309582934193,0.2644999215288497,,,,
H2500,train,27323,51581,0.6422261297702789,0.07104354836308227,0.33891246014246984,,,,
H2500,train,51581,7163,0.6445731520652771,-0.036506002837196475,0.34247654446519127,,,,
H2500,train,7163,50828,0.6290903091430664,-0.04645515557220256,0.29271011974658356,,,,
H2500,train,50828,53785,0.7960595488548279,0.061630588888984074,0.4905668811374836,,,,
H2500,train,53785,1851,0.6567318439483643,0.059938115463577205,0.2822132057263952,,,,
H2500,train,1851,29558,0.7334719002246857,0.0915512375239481,0.2993794457850618,,,,
H2500,train,29558,59471,0.7112099528312683,0.1293969935994982,0.16586664894395708,,,,
H2500,train,59471,59462,0.7223959565162659,0.13654162972338627,0.2791595346894572,,,,
H2500,train,59462,16584,0.8415088951587677,-0.03008163193978919,0.24445738750093118,,,,
L2500,train,16584,40682,0.5496709197759628,-0.0015381645418822074,0.0793396347367584,,,,
L2500,train,40682,38942,0.8020787835121155,0.5906658049167216,0.4477215931527925,,,,
